target,text,,label
waiter,"downtown dinner 2002 prixe fix appetizers were ok , waiter gave me poor the potato stuff kanish best one","downtown dinner 2002 prixe fix appetizers were ok , MASK gave me poor the potato stuff kanish best one",0
potato stuff kanish,"downtown dinner 2002 prixe fix appetizers were ok , waiter gave me poor the potato stuff kanish best one","downtown dinner 2002 prixe fix appetizers were ok , waiter gave me poor the MASK best one",2
salmon,"small servings for main entree , i had salmon was nt impressed girlfriend had chicken , it was good","small servings for main entree , i had MASK was nt impressed girlfriend had chicken , it was good",0
chicken,"small servings for main entree , i had salmon was nt impressed girlfriend had chicken , it was good","small servings for main entree , i had salmon was nt impressed girlfriend had MASK , it was good",2
servings for main entree,"small servings for main entree , i had salmon was nt impressed girlfriend had chicken , it was good","small MASK , i had salmon was nt impressed girlfriend had chicken , it was good",0
dessert,dessert is a joke do nt bother,MASK is a joke do nt bother,0
service,"volare virgins or weekly regulars , everyone gets treated the same and you ca n't ask for more than that when the service is this friendly","volare virgins or weekly regulars , everyone gets treated the same and you ca n't ask for more than that when the MASK is this friendly",2
feel,"the restaurant has a family feel , not least with regard to the portions which are enormous the veal alone could have solved third world famine","the restaurant has a family MASK , not least with regard to the portions which are enormous the veal alone could have solved third world famine",2
portions,"the restaurant has a family feel , not least with regard to the portions which are enormous the veal alone could have solved third world famine","the restaurant has a family feel , not least with regard to the MASK which are enormous the veal alone could have solved third world famine",2
veal,"the restaurant has a family feel , not least with regard to the portions which are enormous the veal alone could have solved third world famine","the restaurant has a family feel , not least with regard to the portions which are enormous the MASK alone could have solved third world famine",2
calamari,"the was excellent , especially the calamari , as were the filling pasta mains","the was excellent , especially the MASK , as were the filling pasta mains",2
pasta mains,"the was excellent , especially the calamari , as were the filling pasta mains","the was excellent , especially the calamari , as were the filling MASK",2
pasta mains,"the was excellent , especially the calamari , as were the filling pasta mains","the was excellent , especially the calamari , as were the filling MASK",2
wine list,the wine list is extensive and can easily hike up an otherwise reasonably priced meal,the MASK is extensive and can easily hike up an otherwise reasonably priced meal,2
meal,the wine list is extensive and can easily hike up an otherwise reasonably priced meal,the wine list is extensive and can easily hike up an otherwise reasonably priced MASK,2
measures of liquers,"still , any quibbles about the bill were by the measures of liquers which were courtesey of the house","still , any quibbles about the bill were by the MASK which were courtesey of the house",2
place,fantastic place,fantastic MASK,2
lucky strike,lucky strike is a great casual place to just grab a bite to eat,MASK is a great casual place to just grab a bite to eat,2
food,"great food , great decor , great service","great MASK , great decor , great service",2
decor,"great food , great decor , great service","great food , great MASK , great service",2
service,"great food , great decor , great service","great food , great decor , great MASK",2
spot,"this is the perfect spot for meeting friends , having lunch , dinner , or drinks !","this is the perfect MASK for meeting friends , having lunch , dinner , or drinks !",2
